section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2519_s_11,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,11,content,,,content,พระมหากษัตริย์ทรงแต่งตั้งสมาชิกสภาปฏิรูปการปกครองแผ่นดินตามมติของสภาเป็นประธานสภาคนหนึ่ง และเป็นรองประธานสภาคนหนึ่งหรือหลายคนก็ได้
const_2519_s_12,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,12,content,,,content,สภาปฏิรูปการปกครองแผ่นดินมีอำนาจตราข้อบังคับการประชุมของสภาเกี่ยวกับการเสนอร่างพระราชบัญญัติ การเสนอญัตติ การประชุม การตั้งกระทู้ การปรึกษาและกิจการอื่น เพื่อดำเนินการตามอำนาจหน้าที่
const_2519_s_13,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,13,content,,,content,ในการประชุมสภาปฏิรูปการปกครองแผ่นดิน ผู้ใดจะกล่าวถ้อยคำใด ๆ ในทางแถลงข้อเท็จจริง หรือแสดงความคิดเห็น หรือออกเสียงลงคะแนน ย่อมเป็นเอกสิทธิ์ โดยเด็ดขาด ผู้ใดจะนำไปเป็นเหตุฟ้องร้องว่ากล่าวในทางใดมิได้ เอกสิทธิ์ที่บัญญัติไว้ในวรรคหนึ่ง ให้คุ้มครองถึงการประชุมของกรรมาธิการและผู้พิมพ์ และผู้โฆษณารายงานการประชุมโดยคำสั่งของสภาด้วย ฉบับพิเศษ หน้า 8
const_2519_s_14,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,14,content,,,content,ในระหว่างสมัยประชุมถ้าสมาชิกสภาปฏิรูป การปกครองแผ่นดินผู้ใดถูกควบคุมหรือขัง หรือถูกฟ้องในคดี อาญา ให้สั่งปล่อยหรืองดการไต่สวนมูลฟ้องหรือการพิจารณา ในเมื่อประธานสภาร้องขอ
const_2519_s_15,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,15,content,,,content,. ร่างพระราชบัญญัติจะเสนอได้ก็แต่โดย คณะรัฐมนตรี หรือสมาชิกสภาปฏิรูปการปกครองแผ่นดิน แต่ สมาชิกจะเสนอร่างพระราชบัญญัติได้ก็ต่อเมื่อมีคำรับรองของ คณะกรรมาธิการวิสามัญวินิจฉัยร่างพระราชบัญญัติ ซึ่งแต่งตั้ง จากสมาชิกสภาปฏิรูปการปกครองแผ่นดินหรือบุคคลอื่น จำนวนไม่เกินสิบสองคน ให้สภาปฏิรูปการปกครองแผ่นดินและคณะรัฐมนตรีแต่งตั้ง กรรมาธิการวิสามัญวินิจฉัยร่างพระราชบัญญัติฝ่ายละไม่เกิน หกคน ร่างพระราชบัญญัติเกี่ยวด้วยการเงิน จะเสนอได้ก็แต่โดย คณะรัฐมนตรี ร่างพระราชบัญญัติใดเป็นร่างพระราชบัญญัติเกี่ยว ด้วยการเงินหรือไม่ ให้คณะกรรมาธิการวิสามัญวินิจฉัยร่าง พระราชบัญญัติเป็นผู้วินิจฉัย ฉบับพิเศษ หน้า 9
const_2519_s_16,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,16,content,,,content,พระมหากษัตริย์ทรงแต่งตั้งนายกรัฐมนตรี คนหนึ่ง และรัฐมนตรีอีกไม่เกินยี่สิบคน ประกอบเป็นคณะ รัฐมนตรี มีหน้าที่บริหารราชการแผ่นดิน นายกรัฐมนตรีและรัฐมนตรี จะเป็นสมาชิกสภาปฏิรูป การปกครองแผ่นดินมิได้และจะเป็นข้าราชการประจำหรือ พนักงานของหน่วยงานของรัฐหรือรัฐวิสาหกิจ ซึ่งมีตำแหน่ง หรือเงินเดือนประจำ หรือดำรงตำแหน่งใดในกิจการที่ดำเนิน ธุรกิจเพื่อหากำไรมิได้ ให้ประธานสภาปฏิรูปการปกครองแผ่นดินเป็นผู้ลงนาม รับสนองพระบรมราชโองการตั้งนายกรัฐมนตรี นายกรัฐมนตรีและรัฐมนตรี มีสิทธิเข้าร่วมประชุมชี้แจง แสดงความเห็นในที่ประชุมสภาปฏิรูปการปกครองแผ่นดิน แต่ ไม่มีสิทธิออกเสียงลงคะแนน
const_2519_s_17,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,17,content,,,content,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจที่จะ ให้รัฐมนตรีพ้นจากตำแหน่ง ตามที่นายกรัฐมนตรีถวาย คำแนะนำ
const_2519_s_18,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,18,content,,,content,ให้มีสภาที่ปรึกษาของนายกรัฐมนตรีคณะหนึ่ง ซึ่งประกอบด้วยบุคคลในคณะปฏิรูปการปกครองแผ่นดิน มี ฉบับพิเศษ หน้า 10 หน้าที่ให้ความเห็นในเรื่องใด ๆ ตามที่นายกรัฐมนตรีปรึกษา และหน้าที่อื่นตามรัฐธรรมนูญนี้ ให้คณะรัฐมนตรีและสภาที่ปรึกษาของนายกรัฐมนตรี ร่วมกันกำหนดแนวนโยบายเกี่ยวกับความมั่นคงของชาติ ในการบริหารราชการแผ่นดินเกี่ยวกับความมั่นคงของชาติ คณะรัฐมนตรีต้องบริหารไปตามแนวนโยบายที่กำหนดไว้ตาม วรรคสอง ในกรณีที่ตำแหน่งสมาชิกสภาที่ปรึกษาของนายกรัฐมนตรี ว่างลงหรือมีกรณีที่จะแต่งตั้งเพิ่ม ให้นายกรัฐมนตรีเป็นผู้แต่งตั้ง โดยความเห็นชอบของสภาที่ปรึกษาของนายกรัฐมนตรี
const_2519_s_19,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,19,content,,,content,เมื่อมีความจำเป็นรีบด่วนในอันจะรักษาความ มั่นคงแห่งราชอาณาจักร หรือป้องปัดภัยพิบัติสาธารณะ หรือ เมื่อมีความจำเป็นต้องมีกฎหมายเกี่ยวด้วยการภาษีอากรหรือ เงินตรา พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจในการตรา พระราชกำหนดให้ใช้บังคับดังเช่นพระราชบัญญัติ เมื่อได้ประกาศใช้พระราชกำหนดแล้ว ให้คณะรัฐมนตรี เสนอพระราชกำหนดต่อสภาปฏิรูปการปกครองแผ่นดินโดยไม่ ชักช้า ถ้าสภาปฏิรูปการปกครองแผ่นดินอนุมัติแล้ว ให้พระราช ฉบับพิเศษ หน้า 11 กำหนดมีผลเป็นพระราชบัญญัติต่อไป ถ้าสภาปฏิรูปการปกครอง แผ่นดินไม่อนุมัติ ให้พระราชกำหนดนั้นตกไป แต่ทั้งนี้ไม่ กระทบกระเทือนกิจการที่ได้เป็นไปในระหว่างที่ใช้พระราช กำหนดนั้น การอนุมัติหรือไม่อนุมัติพระราชกำหนดให้ประกาศในราช กิจจานุเบกษา ในกรณีไม่อนุมัติ ให้มีผลตั้งแต่วันประกาศใน ราชกิจจานุเบกษา
const_2519_s_20,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,20,content,,,content,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจ ในการตราพระราชกฤษฎีกาโดยไม่ขัดต่อกฎหมาย
const_2519_s_21,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,21,content,,,content,ในกรณีที่นายกรัฐมนตรีเห็นเป็นการจำเป็น เพื่อประโยชน์ในการป้องกัน ระงับหรือปราบปรามการกระทำ อันเป็นการบ่อนทำลายความมั่นคงของราชอาณาจักร ราชบัลลังก์ เศรษฐกิจของประเทศ หรือราชการแผ่นดิน หรือการกระทำ อันเป็นการก่อกวนหรือคุกคามความสงบเรียบร้อยหรือศีลธรรม อันดีของประชาชน หรือการกระทำอันเป็นการทำลายทรัพยากร ของประเทศ หรือเป็นการบั่นทอนสุขภาพอนามัยของประชาชน ทั้งนี้ไม่ว่าจะเกิดขึ้นก่อนหรือหลังวันใช้รัฐธรรมนูญนี้ และไม่ว่า จะเกิดขึ้นภายในหรือภายนอกราชอาณาจักร ให้นายกรัฐมนตรี ฉบับพิเศษ หน้า 12 โดยความเห็นชอบของคณะรัฐมนตรีและของสภาที่ปรึกษาของ นายกรัฐมนตรี มีอำนาจสั่งการหรือกระทำการใด ๆ ได้ และ ให้ถือว่าคำสั่งหรือการกระทำของนายกรัฐมนตรีรวมทั้งการปฏิบัติ ตามคำสั่งดังกล่าว เป็นคำสั่งหรือการกระทำหรือการปฏิบัติที่ ชอบด้วยกฎหมาย เมื่อนายกรัฐมนตรีได้สั่งการหรือกระทำการใดไปตามวรรค หนึ่งแล้ว ให้นายกรัฐมนตรีแจ้งให้สภาปฏิรูปการปกครองแผ่นดิน ทราบ
const_2519_s_22,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,22,content,,,content,บรรดาบทกฎหมาย พระราชหัตถเลขา และ พระบรมราชโองการใดอันเกี่ยวกับราชการแผ่นดิน ต้องมี นายกรัฐมนตรีหรือรัฐมนตรีเป็นผู้ลงนามรับสนองพระบรมราช- โองการ
const_2519_s_23,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,23,content,,,content,ผู้พิพากษาและตุลาการมีอิสระในการพิจารณา พิพากษาอรรถคดีให้เป็นไปตามกฎหมาย
const_2519_s_24,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,24,content,,,content,การแก้ไขเพิ่มเติมรัฐธรรมนูญจะกระทำได้ก็แต่ โดยหลักเกณฑ์และวิธีการดังต่อไปนี้ (1) ญัตติขอแก้ไขเพิ่มเติมต้องมาจาก คณะรัฐมนตรี ฉบับพิเศษ หน้า 13 (2) ญัตติขอแก้ไขเพิ่มเติมต้องเสนอเป็นร่างรัฐธรรมนูญแก้ไขเพิ่มเติม และให้สภาปฏิรูปการปกครองแผ่นดินพิจารณาเป็นสามารถ (3) การออกเสียงลงคะแนนในวาระที่หนึ่งขั้นรับหลักการให้ใช้วิธีเรียกชื่อและต้องมีคะแนนเสียงเห็นชอบด้วยในการแก้ไขเพิ่มเติมนั้นไม่น้อยกว่ากึ่งหนึ่งของจำนวนสมาชิกทั้งหมดของสภาปฏิรูปการปกครองแผ่นดิน (4) การออกเสียงลงคะแนนในวาระที่สองขั้นพิจารณาลำดับมาตรา ให้ถือเอาเสียงข้างมากเป็นประมาณ (5) เมื่อการพิจารณาวาระที่สองเสร็จสิ้นแล้วให้รอไว้ห้าวัน เมื่อพ้นกำหนดนี้แล้ว ให้สภาปฏิรูปการปกครองแผ่นดินพิจารณาในวาระที่สามต่อไป (6) การออกเสียงลงคะแนนในวาระที่สามขั้นสุดท้ายให้ใช้วิธีเรียกชื่อและต้องมีคะแนนเสียงเห็นชอบด้วยในการที่จะให้ออกใช้เป็นรัฐธรรมนูญไม่น้อยกว่ากึ่งหนึ่งของจำนวนสมาชิกทั้งหมดของสภาปฏิรูปการปกครองแผ่นดิน (7) เมื่อการลงมติได้เป็นไปตามที่กล่าวแล้ว ให้นำร่างรัฐธรรมนูญแก้ไขเพิ่มเติมขึ้นทูลเกล้า ฯ ถวาย ฉบับพิเศษ หน้า 14 เพื่อจะได้ทรงลงพระปรมาภิไธย และเมื่อได้ประกาศรัฐธรรมนูญ นั้นในราชกิจจานุเบกษาแล้วให้ใช้บังคับได้
const_2519_s_25,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,25,content,,,content,เมื่อไม่มีบทบัญญัติแห่งรัฐธรรมนูญนี้บังคับ แก่กรณีใด ให้วินิจฉัยกรณีนั้นไปตามประเพณีการปกครอง ประเทศไทยในระบอบประชาธิปไตย ในกรณีมีปัญหาเกี่ยวกับการวินิจฉัยตามความในวรรคหนึ่ง เกิดขึ้นในวงงานของสภาปฏิรูปการปกครองแผ่นดิน หรือเกิดขึ้น โดยคณะรัฐมนตรีขอให้สภาปฏิรูปการปกครองแผ่นดินวินิจฉัย ให้สภาปฏิรูปการปกครองแผ่นดินวินิจฉัยชี้ขาด
const_2519_s_26,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,26,content,,,content,การแต่งตั้งสมาชิกสภาปฏิรูปการปกครอง แผ่นดิน ให้กระทำให้แล้วเสร็จภายในสามสิบวัน นับแต่วันใช้ รัฐธรรมนูญนี้ ในระหว่างยังไม่มีสภาปฏิรูปการปกครองแผ่นดิน ให้สภา ที่ปรึกษาของนายกรัฐมนตรีทำหน้าที่สภาปฏิรูปการปกครอง แผ่นดิน และเอกสิทธิ์ที่บัญญัติไว้ในมาตรา 13 ให้นำมาใช้ บังคับโดยอนุโลม
const_2519_s_27,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,27,content,,,content,ให้นายกรัฐมนตรีซึ่งทรงแต่งตั้งและอยู่ใน ตำแหน่งในวันใช้รัฐธรรมนูญนี้เป็นนายกรัฐมนตรีซึ่งพระมหา- กษัตริย์ทรงแต่งตั้งตามมาตรา 16 ฉบับพิเศษ หน้า 15
const_2519_s_28,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,28,content,,,content,ภายในกำหนดสี่ปีนับแต่วันใช้รัฐธรรมนูญนี้ ให้แก้ไขรัฐธรรมนูญเพื่อให้มีรัฐสภาที่ประกอบด้วยสภาผู้แทนราษฎรซึ่งสมาชิกมาจากการเลือกตั้ง และวุฒิสภาซึ่งสมาชิกมาจาก การแต่งตั้ง และเพื่อกำหนดกิจการอื่นที่เกี่ยวข้องให้ สอดคล้องกัน และจัดให้มีการเลือกตั้งและการแต่งตั้งภายใน เก้าสิบวันนับแต่วันครบกำหนดสี่ปีที่รัฐธรรมนูญนี้ใช้บังคับ
const_2519_s_29,const_2519,full,2519,1976,Constitution 2519,democratic_spring,military,,0,บททั่วไป,29,content,,,content,บรรดาการกระทำ ประกาศหรือคำสั่งของ หัวหน้าคณะปฏิรูปการปกครองแผ่นดิน หรือการกระทำ ประกาศ หรือคำสั่งของคณะปฏิรูปการปกครองแผ่นดิน ที่ได้กระทำ ประกาศหรือสั่งก่อนวันใช้รัฐธรรมนูญนี้ ทั้งนี้ที่เกี่ยวเนื่องกับ การปฏิรูปการปกครองแผ่นดิน ไม่ว่าจะกระทำด้วยประการใด หรือเป็นในรูปใด และไม่ว่าจะกระทำ ประกาศหรือสั่งให้มีผล บังคับในทางนิติบัญญัติ ในทางบริหาร หรือในทางตุลาการ ให้ถือว่าการกระทำ ประกาศหรือคำสั่ง ตลอดจนการกระทำ ของผู้ปฏิบัติตามประกาศหรือคำสั่งนั้น เป็นการกระทำ ประกาศ หรือคำสั่งที่ชอบด้วยกฎหมาย ผู้รับสนองพระบรมราชโองการ พลเรือเอก สงัด ชลออยู่ หัวหน้าคณะปฏิรูปการปกครองแผ่นดิน
