section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2535d_s_1,const_2535d,amendment,2535,1992,Constitution 2535 (No.4),modern_democracy,civilian,const_2534b,0,,1,wrapper,,,meta,"รัฐธรรมนูญนี้เรียกว่า ""รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 4) พุทธศักราช 2535"""
const_2535d_s_2,const_2535d,amendment,2535,1992,Constitution 2535 (No.4),modern_democracy,civilian,const_2534b,0,,2,wrapper,,,meta,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศ ในราชกิจจานุเบกษาเป็นต้นไป
const_2535d_s_3,const_2535d,amendment,2535,1992,Constitution 2535 (No.4),modern_democracy,civilian,const_2534b,0,,3,wrapper,,159.0,amended,"ให้ยกเลิกความในมาตรา 159 ของรัฐธรรมนูญแห่ง ราชอาณาจักรไทย และให้ใช้ความต่อไปนี้แทน "" มาตรา 159 พระมหากษัตริย์ทรงแต่งตั้งนายกรัฐมนตรีคนหนึ่ง และรัฐมนตรีอื่นอีกไม่เกินสี่สิบแปดคนประกอบเป็นคณะรัฐมนตรี มี หน้าที่บริหารราชการแผ่นดิน นายกรัฐมนตรีต้องเป็นสมาชิกสภาผู้แทนราษฎร ให้ประธานสภาผู้แทนราษฎรเป็นผู้ลงนามรับสนองพระบรมราช โองการแต่งตั้งนายกรัฐมนตรี"" ผู้รับสนองพระบรมราชโองการ อานันท์ ปันยารชุน นายกรัฐมนตรี หมายเหตุ :- เหตุผลในการประกาศใช้รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไข เพิ่มเติมฉบับนี้ คือ โดยที่เป็นการสมควรแก้ไขเพิ่มเติมรัฐธรรมนูญแห่งราชอาณา จักรไทย เกี่ยวกับคุณสมบัติของผู้จะดำรงตำแหน่งนายกรัฐมนตรีให้เหมาะสมยิ่งขึ้น จึงจำเป็นต้องตรารัฐธรรมนูญนี้"
