section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2535b_s_1,const_2535b,amendment,2535,1992,Constitution 2535 (No.2),modern_democracy,civilian,const_2534b,0,,1,wrapper,,,meta,"รัฐธรรมนูญนี้เรียกว่า ""รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 2) พุทธศักราช 2535"""
const_2535b_s_2,const_2535b,amendment,2535,1992,Constitution 2535 (No.2),modern_democracy,civilian,const_2534b,0,,2,wrapper,,,meta,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศ ในราชกิจจานุเบกษาเป็นต้นไป
const_2535b_s_3,const_2535b,amendment,2535,1992,Constitution 2535 (No.2),modern_democracy,civilian,const_2534b,0,,3,wrapper,,127.0,amended,"ให้ยกเลิกความในมาตรา 127 ของรัฐธรรมนูญแห่งราช อาณาจักรไทย และให้ใช้ความต่อไปนี้แทน "" มาตรา 127 ภายในสามสิบวันนับแต่วันเลือกตั้งสมาชิกสภา ผู้แทนราษฎรให้มีการเรียกประชุมรัฐสภาเพื่อให้สมาชิกได้มาประชุมเป็น ครั้งแรก ในปีหนึ่งให้มีสมัยประชุมสามัญของรัฐสภาสองสมัย วันประชุมครั้งแรกตามวรรคหนึ่ง ให้ถือเป็นวันเริ่มสมัยประชุม สามัญประจำปีครั้งที่หนึ่ง ส่วนวันเริ่มสมัยประชุมสามัญประจำปีครั้งที่สอง ของรัฐสภา ให้สภาผู้แทนราษฎรเป็นผู้กำหนด "" ผู้รับสนองพระบรมราชโองการ อานันท์ ปันยารชุน นายกรัฐมนตรี หมายเหตุ :- เหตุผลในการประกาศใช้รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไข แต่เดิมฉบับนี้ คือ โดยที่เป็นการสมควรแก้ไขเพิ่มเติมรัฐธรรมนูญแห่งราชอาณา จักรี เพื่อกำหนดให้การประชุมในสมัยประชุมสามัญประจำปีครั้งที่สองของ กา วุฒิสภา และสภาผู้แทนราษฎร สามารถพิจารณาเรื่องอื่นใดในอำนาจหน้าที่ รัฐสภา วุฒิสภา และสภาผู้แทนราษฎรได้ จึงจำเป็นต้องตรารัฐธรรมนูญนี้ หัวข้อสมุดกฎหมาย"
