section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,sub_section_number,sub_section_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2491b_s_95,const_2491b,amendment,2491,1948,Constitution 2491 (No.3),post_coup_1947,military,const_2489,0,,,,95,quoted,,95,new_content,รัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉะบับชั่วคราว) แก้ไขเพิ่มเติม (ฉบับที่ 3) พ.ศ. 2491 ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะอภิรัฐมนตรี ในหน้าที่คณะผู้สำเร็จราชการแทนพระองค์ รังสิต กรมขุนชัยนาทนเรนทร อลงกฎ มานวราชเสวี อดุลเดชจรัส ให้ไว้ ณ วันที่ 20 สิงหาคม พ.ศ. 2491 เป็นปีที่ 3 ในรัชชกาลปัจจุบัน  มาตรา 95 นว ให้นำบทบัญญัติในมาตรา 50 ของ รัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉบับชั่วคราว) พุทธ ศักราช 2490 มาใช้บังคับแก่สภาร่างรัฐธรรมนูญโดย อนุโลม เอกสิทธิตามที่ระบุไว้ในมาตรานี้ ให้มีผลตั้งแต่วันเริ่ม ต้นดำเนินกิจการของสภาสภาร่างรัฐธรรมนูญ  ผู้รับสนองพระบรมราชโองการ จอมพล ป. พิบูลสงคราม นายกรัฐมนตรี
