section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2535c_s_1,const_2535c,amendment,2535,1992,Constitution 2535 (No.3),modern_democracy,civilian,const_2534b,0,,1,wrapper,,,meta,รัฐธรรมนูญนี้เรียกว่า “รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 3) พุทธศักราช 2535”
const_2535c_s_2,const_2535c,amendment,2535,1992,Constitution 2535 (No.3),modern_democracy,civilian,const_2534b,0,,2,wrapper,,,meta,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศ ในราชกิจจานุเบกษาเป็นต้นไป
const_2535c_s_3,const_2535c,amendment,2535,1992,Constitution 2535 (No.3),modern_democracy,civilian,const_2534b,0,,3,wrapper,,,content,ให้ยกเลิกความในมาตรา 151 มาตรา 219 และมาตรา 221 ของรัฐธรรมนูญแห่งราชอาณาจักรไทย ผู้รับสนองพระบรมราชโองการ อานันท์ ปิ่นยารชุน นายกรัฐมนตรี ห้องสมุดกฎหมาย หมายเหตุ :- เหตุผลในการประกาศใช้รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไข เพิ่มเติมฉบับนี้ คือ โดยที่เป็นการสมควรแก้ไขเพิ่มเติมรัฐธรรมนูญแห่งราชอาณา จักรไทย เกี่ยวกับอำนาจของสมาชิกวุฒิสภาและระยะเวลาในการใช้บทเฉพาะกาล ที่เกี่ยวกับอำนาจของวุฒิสภาให้เหมาะสมยิ่งขึ้น จึงจำเป็นต้องตรารัฐธรรมนูญนี้
