constitution_id,year_th,year_ce,name_short,era,regime_type,chapter_number,chapter_title,section_number,section_text
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,1,"รัฐธรรมนูญนี้เรียกว่า ""รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม พุทธศักราช 2518"""
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,2,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศในราชกิจจานุเบกษาเป็นต้นไป
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,3,ให้ยกเลิกความใน
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,107,"ของรัฐธรรมนูญแห่งราชอาณาจักรไทย และให้ใช้ความต่อไปนี้แทน """
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,107,วุฒิสภาประกอบด้วยสมาชิกจำนวนหนึ่งร้อยคน ซึ่งพระมหากษัตริย์ทรงแต่งตั้งจากผู้ทรงคุณวุฒิ ซึ่งมีความรู้ความชำนาญในวิชาการหรือกิจการต่าง ๆ อันจะยังประโยชน์ให้เกิดแก่การปกครองแผ่นดิน มีคุณสมบัติตาม
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,117,(1) และมีอายุไม่ต่ำกว่าสามสิบห้าปีบริบูรณ์ ทั้งไม่เป็นบุคคลผู้มีลักษณะต้องห้ามตาม
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,116,และ
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,118,"ให้นายกรัฐมนตรีเป็นผู้ลงนามรับสนองพระบรมราชโองการแต่งตั้งสมาชิกวุฒิสภา """
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,4,ให้ยกเลิกความใน
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,110,"ของรัฐธรรมนูญแห่งราชอาณาจักรไทย และให้ใช้ความต่อไปนี้แทน """
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,110,เมื่อตำแหน่งสมาชิกวุฒิสภาว่างลงเพราะเหตุอื่นใด นอกจากถึงคราวออกตามวาระ พระมหากษัตริย์จะได้ทรงแต่งตั้งบุคคลผู้มีลักษณะต้องตามที่บัญญัติไว้ใน ฉบับพิเศษ หน้า 3 เล่ม 92 ตอนที่ 14 ราชกิจจานุเบกษา 23 มกราคม 2518
const_2518,2518,1975,Constitution 2518,,,0,บททั่วไป,107,"เข้ามาเป็นสมาชิกแทน สมาชิกซึ่งเข้ามาแทนนั้น ย่อมอยู่ในตำแหน่งได้เพียงเท่ากำหนดเวลาของผู้ซึ่งตนแทน"" ผู้รับสนองพระบรมราชโองการ สัญญา ธรรมศักดิ์ นายกรัฐมนตรี"
