constitution_id,year_th,year_ce,name_short,era,regime_type,chapter_number,chapter_title,section_number,section_text
const_2475,2475,1932,Constitution 2475,,,0,บททั่วไป,1,สยามประเทศเป็นราชอาณาจักรอันหนึ่งอันเดียว จะแบ่งแยกมิได้ ประชาชนชาวสยามไม่ว่าเหล่ากำเนิดหรือศาสนาใด ย่อมอยู่ในความคุ้มครองแห่งรัฐธรรมนูญนี้เสมอกัน
const_2475,2475,1932,Constitution 2475,,,0,บททั่วไป,2,อำนาจอธิปไตยย่อมมาจากปวงชนชาวสยาม พระมหากษัตริย์ผู้เป็นประมุข ทรงใช้อำนาจนั้นแต่โดยบทบัญญัติแห่งรัฐธรรมนูญนี้
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,3,องค์พระมหากษัตริย์ดำรงอยู่ในฐานะอันเป็นที่เคารพสักการ ผู้ใดจะละเมิดมิได้
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,4,พระมหากษัตริย์ต้องทรงเป็นพุทธมามกะ และทรงเป็นอัครศาสนูปถัมภก
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,5,พระมหากษัตริย์ทรงดำรงตำแหน่งจอมทัพ สยาม
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,6,พระมหากษัตริย์ทรงใช้อำนาจนิติบัญญัติโดยคำแนะนำและยินยอมของสภาผู้แทนราษฎร
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,7,พระมหากษัตริย์ทรงใช้อำนาจบริหารทางคณะรัฐมนตรี
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,8,พระมหากษัตริย์ทรงใช้อำนาจตุลาการทางศาล ที่ได้ตั้งขึ้นตามกฎหมาย
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,9,การสืบราชสมบัติท่านว่าให้เป็นไปโดยนัยแห่งกฎมนเทียรบาลว่าด้วยการสืบราชสันตติวงศ์ พ.ศ. 2467 และประกอบด้วยความเห็นชอบของสภาผู้แทนราษฎร
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,10,ในเมื่อพระมหากษัตริย์จะไม่ประทับอยู่ในราชอาณาจักร หรือด้วยเหตุใดเหตุหนึ่งจะทรงบริหารพระราชภาระไม่ได้ จะได้ทรงตั้งบุคคลหนึ่งหรือหลายคนเป็นคณะขึ้นให้เป็นผู้สำเร็จราชการแทนพระองค์ ด้วยความเห็นชอบของสภาผู้แทนราษฎร ถ้าหากพระมหากษัตริย์มิได้ทรงตั้งหรือไม่สามารถจะทรงตั้งได้ไซร้ ท่านให้สภาผู้แทนราษฎรปรึกษากันตั้งขึ้น และในระหว่างที่สภาผู้แทนราษฎรอยังมิได้ตั้งผู้ใด ท่านให้คณะรัฐมนตรีกระทำหน้าที่นั้นไปชั่วคราว
const_2475,2475,1932,Constitution 2475,,,1,พระมหากษัตริย์,11,พระบรมวงศานุวงศ์ตั้งแต่ชั้นม่อมเจ้าขึ้นไปโดยคำเนิดหรือโดยแต่งตั้งก็ตาม ย่อมดำรงอยู่ในฐานะเหนือคารเมือง
const_2475,2475,1932,Constitution 2475,,,2,สิทธิและหน้าที่ของชนชาวสยาม,12,ภายในบังคับแห่งบทบัญญัติในรัฐธรรมนูญนี้ บุคคลย่อมเสมอกันในกฎหมาย ฐานันดรศักดิ์โดยกำเนิดก็ดี โดยแต่งตั้งก็ดี หรือโดยประการอื่นใดก็ดี ไม่กระทำให้เกิดเอกสิทธิ์อย่างใดเลย
const_2475,2475,1932,Constitution 2475,,,2,สิทธิและหน้าที่ของชนชาวสยาม,13,บุคคลย่อมมีเสรีภาพบริบูรณ์ในการถือศาสนาหรือลัทธิใด ๆ และย่อมมีเสรีภาพในการปฏิบัติพิธีกรรมตามความเชื่อถือของตน เมื่อไม่เป็นปฏิปักษ์ต่อหน้าที่ของพลเมืองและไม่เป็นการขัดต่อความสงบเรียบร้อยหรือศีลธรรมของประชาชน
const_2475,2475,1932,Constitution 2475,,,2,สิทธิและหน้าที่ของชนชาวสยาม,14,ภายในบังคับแห่งบทกฎหมายบุคคลย่อมมีเสรีภาพบริบูรณ์ในร่างกาย เคหสถาน ทรัพย์สิน การพูด การเขียน การโฆษณา การศึกษาอบรม การประชุมโดยเปิดเผย การตั้งสมาคม การอาชีพ
const_2475,2475,1932,Constitution 2475,,,2,สิทธิและหน้าที่ของชนชาวสยาม,15,บุคคลมีหน้าที่เคารพต่อกฎหมายและมีหน้าที่ป้องกันประเทศ ช่วยเหลือราชการโดยทางเสียภาษีและอื่น ๆ ภายในเงื่อนไขและโดยอาการที่กฎหมายบัญญัติ
const_2475,2475,1932,Constitution 2475,,,3,สภาผู้แทนราษฎร,16,สภาผู้แทนราษฎรประกอบด้วยสมาชิกซึ่งราษฎรเป็นผู้เลือกตั้งขึ้น
const_2475,2475,1932,Constitution 2475,,,3,สภาผู้แทนราษฎร,17,คุณสมบัติแห่งผู้เลือกตั้งและผู้สมัครรับเลือกตั้งอีกทั้งวิธีเลือกตั้งและจำนวนสมาชิก ให้เป็นไปตามกฎหมายว่าด้วยการเลือกตั้งสมาชิกสภาผู้แทนราษฎร
