constitution_id,year_th,year_ce,name_short,era,regime_type,chapter_number,chapter_title,section_number,section_text
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,1,อำนาจอธิปไตยมาจากปวงชนชาวไทย
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,2,ประเทศไทยเป็นราชอาณาจักรอันหนึ่งอันเดียว จะแบ่งแยกมิได้ พระมหากษัตริย์ทรงเป็นพระประมุข และดำรงตำแหน่งจอมทัพไทย
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,3,องค์พระมหากษัตริย์ดำรงอยู่ในฐานะอันเป็นที่เคารพสักการ ผู้ใดจะละเมิดมิได้
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,4,ให้มีคณะองคมนตรีคณะหนึ่ง มีจำนวนไม่เกินเก้าคน การแต่งตั้งและการพ้นจากตำแหน่งองคมนตรีให้เป็นไปตามพระราชอัธยาศัย
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,5,พระมหากษัตริย์ทรงตราพระราชบัญญัติใช้บังคับโดยคำแนะนำและยินยอมของรัฐสภา คณะรัฐมนตรีใช้อำนาจบบริหารและศาลใช้อำนาจตุลาการทั้งนี้ในพระปรมาภิไธยพระมหากษัตริย์
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,6,ให้มีสภาร่างรัฐธรรมนูญมีหน้าที่ร่างรัฐธรรมนูญ และให้มีฐานะเป็นรัฐสภา ทำหน้าที่นิติบัญญัติด้วย ฉบับพิเศษ หน้า 4 เล่ม 76 ตอนที่ 17 ราชกิจจานุเบกษา 28 มกราคม 2502
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,7,สภาร่างรัฐธรรมนูญประกอบด้วยสมาชิกจำนวนสองร้อยสี่สิบคน ซึ่งพระมหากษัตริย์ทรงตั้ง ในกรณีที่ตำแหน่งสมาชิกว่างลง จะได้ทรงตั้งแทนในตำแหน่งที่ว่างนั้น
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,8,พระมหากษัตริย์ทรงตั้งสมาชิกสภาร่างรัฐธรรมนูญตามมติของสภา ให้เป็นประธานสภาคนหนึ่ง เป็นรองประธานคนหนึ่งหรือหลายคนก็ได้
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,9,ภายใต้บังคับ
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,10,และ
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,11,สภาร่างรัฐธรรมนูญมีอำนาจตราข้อบังคับการประชุมปรึกษาของสภาเกี่ยวกับการเสนอร่างพระราชบัญญัติ การเสนอญัตติ การประชุม การปรึกษา และกิจการอื่น เพื่อดำเนินการตามอำนาจหน้าที่
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,10,เมื่อสภาร่างรัฐธรรมนูญได้ร่างรัฐธรรมนูญเสร็จแล้ว ให้สภาร่างรัฐธรรมนูญประชุมในฐานะรัฐสภาพิจารณาร่างรัฐธรรมนูญนั้นว่า จะให้นำขึ้นทูลเกล้า ฯ ถวายเพื่อพระมหากษัตริย์ทรงลงพระปรมาภิไธยให้ประกาศใช้หรือไม่ การประชุมปรึกษาดังกล่าวนี้ สภาจะแก้ไขเพิ่มเติมร่างรัฐธรรมนูญนั้นประการใดมิได้ ฉบับพิเศษ หน้า 5 เล่ม 76 ตอนที่ 17 ราชกิจจานุเบกษา 28 มกราคม 2502 การประชุมตามความในวรรคก่อน ต้องมีสมาชิกมาประชุม ไม่น้อยกว่าสามในสี่ของจำนวนสมาชิกสภา จึงจะเป็นองค์- ประชุม การประกาศใช้รัฐธรรมนูญ ให้ประธานสภาลงนามรับ สนองพระบรมราชโองการ
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,11,ในกรณีการลงมติของสภาร่างรัฐธรรมนูญตาม ความใน
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,10,ไม่ได้คะแนนเสียงของสมาชิกให้นำร่างรัฐ- ธรรมนูญขึ้นทูลเกล้า ฯ ถวายพระมหากษัตริย์ทรงลงพระปรมา- ภิไธยเกินกึ่งหนึ่งของจำนวนสมาชิกสภาร่างรัฐธรรมนูญ ให้ สภาร่างรัฐธรรมนูญพิจารณาร่างรัฐธรรมนูญขึ้นใหม่ และดำเนิน การต่อไปตามบทบัญญัติแห่งธรรมนูญนี้
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,12,ในการประชุมสภาร่างรัฐธรรมนูญ ผู้ใดจะ กล่าวถ้อยคำใด ๆ ในทางแถลงข้อเท็จจริง หรือ แสดงความ คิดเห็น หรือออกเสียงลงคะแนนย่อมเป็นเอกสิทธิ์โดยเด็ด- ขาด ไม่เป็นกรณีที่จะนำไปเป็นเหตุฟ้องร้องว่ากล่าวผู้นั้นใน ทางใด ความคุ้มครองดังกล่าวในวรรคก่อน ให้ใช้แก่ผู้พิมพ์และ ผู้โฆษณารายงานการประชุมโดยคำสั่งของสภาด้วย ฉบับพิเศษ หน้า 6 เล่ม 76 ตอนที่ 17 ราชกิจจานุเบกษา 28 มกราคม 2502
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,13,ในกรณีที่สมาชิกสภาร่างรัฐธรรมนูญถูกควบคุมหรือขัง หรือถูกฟ้องในคดีอาญา ให้สั่งปล่อยหรืองดการพิจารณา ในเมื่อประธานสภาร้องขอ
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,14,พระมหากษัตริย์ทรงตั้งนายกรัฐมนตรีคนหนึ่ง และรัฐมนตรีมีจำนวนตามสมควร ประกอบเป็นคณะรัฐมนตรี มีหน้าที่บริหารราชการแผ่นดิน นายกรัฐมนตรีและรัฐมนตรี จะเป็นสมาชิกสภามิได้ นายกรัฐมนตรีและรัฐมนตรี มีสิทธิเข้าร่วมประชุมชี้แจงแสดงความเห็นในที่ประชุมสภา แต่ไม่มีสิทธิออกเสียงลงคะแนน
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,15,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจที่จะให้รัฐมนตรีพ้นจากตำแหน่ง
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,16,ก่อนตั้งคณะรัฐมนตรี หัวหน้าคณะปฏิวัติปฏิบัติหน้าที่ของคณะรัฐมนตรีและนายกรัฐมนตรี
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,17,ในระหว่างที่ใช้ธรรมนูญนี้ ในกรณีที่นายกรัฐมนตรีเห็นสมควรเพื่อประโยชน์ในการระงับหรือปราบปราม การกระทำอันเป็นการบ่อนทำลายความมั่นคงของราชอาณาจักร หรือราชบัลลังก์ หรือการกระทำอันเป็นการบ่อนทำลาย ก่อ ฉบับพิเศษ หน้า 7 เล่ม 36 ตอนที่ 17 ราชกิจจานุเบกษา 28 มกราคม 2502 **กรนหรือคุกคามความสงบที่เกิดขึ้นภายใน หรือมาจากภายนอกราชอาณาจักร** ให้นายกรัฐมนตรีโดยมติของคณะรัฐมนตรี มีอำนาจสั่งการ หรือกระทำการใด ๆ ได้ และให้ถือว่าคำสั่ง หรือการกระทำเช่นว่านั้นเป็นคำสั่งหรือการกระทำที่ชอบด้วยกฎหมาย เมื่อนายกรัฐมนตรีได้สั่งการหรือกระทำการใดไปตามความ ในวรรคก่อนแล้ว ให้นายกรัฐมนตรีแจ้งให้สภาทราบ
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,18,บรรดาบทกฎหมาย พระราชหัตถเลขา และ พระบรมราชโองการใด ๆ อันเกี่ยวกับราชการแผ่นดิน ต้องมี นายกรัฐมนตรีหรือรัฐมนตรีเป็นผู้ลงนามรับสนองพระบรมราช โองการ **การตั้งนายกรัฐมนตรี** ให้ประธานสภาเป็นผู้ลงนามรับ **สนองพระบรมราชโองการ**
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,19,ผู้พิพากษามีอิสระในการพิจารณาพิพากษา อรรถคดีให้เป็นไปตามกฎหมาย
const_2502,2502,1959,Constitution 2502,,,0,บททั่วไป,20,ในเมื่อไม่มีบทบัญญัติแห่งธรรมนูญนี้บังคับ แก่กรณีใด ให้วินิจฉัยกรณีนั้นไปตามประเพณีการปกครอง ประเทศไทยในระบอบประชาธิปไตย ฉบับพิเศษ หน้า 8 เล่ม 76 ตอนที่ 17 ราชกิจจานุเบกษา 28 มกราคม 2502 ในกรณีมีปัญหาเกี่ยวแก่การวินิจฉัยกรณีใดตามความใน วรรคก่อนเกิดขึ้นในวงงานของสภา หรือเกิดขึ้นโดยคณะ รัฐมนตรีขอให้สภาวินิจฉัย ให้สภาวินิจฉัยชี้ขาด ผู้รับสนองพระบรมราชโองการ จอมพล สฤษดิ์ ธนะรัชต์ หัวหน้าคณะปฏิวัติ
